"species","size_rls","size_fishflux"
"Kyphosus_bigibbus",20,20
"Kyphosus_bigibbus",25,25
"Kyphosus_bigibbus",30,30
"Kyphosus_bigibbus",35,35
"Kyphosus_bigibbus",40,40
"Kyphosus_cinerascens",15,15
"Kyphosus_cinerascens",20,20
"Kyphosus_cinerascens",25,25
"Kyphosus_cinerascens",30,30
"Kyphosus_cinerascens",35,35
"Kyphosus_cinerascens",40,40
"Kyphosus_elegans",10,10
"Kyphosus_elegans",12,12
"Kyphosus_elegans",15,15
"Kyphosus_elegans",20,20
"Kyphosus_elegans",25,25
"Kyphosus_elegans",30,30
"Kyphosus_elegans",35,35
"Kyphosus_elegans",40,40
"Kyphosus_sectatrix",15,NA
"Kyphosus_sectatrix",20,NA
"Kyphosus_sectatrix",25,NA
"Kyphosus_sectatrix",30,NA
"Kyphosus_sectatrix",35,NA
"Kyphosus_sectatrix",40,NA
"Kyphosus_spp.",25,NA
"Kyphosus_spp.",30,NA
"Kyphosus_vaigiensis",15,15
"Kyphosus_vaigiensis",20,20
"Kyphosus_vaigiensis",25,25
"Kyphosus_vaigiensis",30,30
"Kyphosus_vaigiensis",35,35
"Labracinus_?cyclophthalmus",10,NA
"Labracinus_?cyclophthalmus",12,NA
"Labracinus_?cyclophthalmus",15,NA
"Labracinus_?cyclophthalmus",20,NA
"Labracinus_cyclophthalmus",8,8
"Labracinus_cyclophthalmus",12,12
"Labracinus_cyclophthalmus",15,15
"Labracinus_cyclophthalmus",20,20
"Labracinus_lineatus",5,5
"Labracinus_lineatus",8,8
"Labracinus_lineatus",10,10
"Labracinus_lineatus",12,12
"Labracinus_lineatus",15,15
"Labracinus_lineatus",20,20
"Labracinus_lineatus",25,NA
"Labrichthys_spp.",5,NA
"Labrichthys_spp.",8,NA
"Labrichthys_spp.",10,NA
"Labrichthys_spp.",15,NA
"Labrichthys_unilineatus",2,NA
"Labrichthys_unilineatus",5,5
"Labrichthys_unilineatus",8,8
"Labrichthys_unilineatus",10,10
"Labrichthys_unilineatus",12,12
"Labrichthys_unilineatus",15,15
"Labrichthys_unilineatus",20,NA
"Labrichthys_unilineatus",30,NA
"Labridae_spp.",2,NA
"Labridae_spp.",5,NA
"Labridae_spp.",8,NA
"Labridae_spp.",10,NA
"Labridae_spp.",12,NA
"Labridae_spp.",15,NA
"Labridae_spp.",20,NA
"Labridae_spp.",25,NA
"Labrisomus_cricota",8,NA
"Labrisomus_dendriticus",2,NA
"Labrisomus_dendriticus",5,NA
"Labrisomus_dendriticus",8,NA
"Labrisomus_dendriticus",10,NA
"Labrisomus_dendriticus",12,NA
"Labrisomus_dendriticus",15,NA
"Labrisomus_dendriticus",20,NA
"Labrisomus_multiporosus",12,NA
"Labrisomus_nuchipinnis",8,8
"Labrisomus_nuchipinnis",10,10
"Labrisomus_spp.",8,NA
"Labroides_bicolor",2,2
"Labroides_bicolor",5,5
"Labroides_bicolor",8,8
"Labroides_bicolor",10,10
"Labroides_bicolor",12,12
"Labroides_bicolor",15,NA
"Labroides_dimidiatus",2,2
"Labroides_dimidiatus",5,5
"Labroides_dimidiatus",8,8
"Labroides_dimidiatus",10,10
"Labroides_dimidiatus",12,12
"Labroides_dimidiatus",15,NA
"Labroides_dimidiatus",62,NA
"Labroides_pectoralis",5,5
"Labroides_pectoralis",8,8
"Labroides_pectoralis",10,10
"Labroides_rubrolabiatus",2,2
"Labroides_rubrolabiatus",5,5
"Labroides_rubrolabiatus",8,8
"Labroides_rubrolabiatus",10,NA
"Labropsis_alleni",8,8
"Labropsis_australis",2,2
"Labropsis_australis",5,5
"Labropsis_australis",8,8
"Labropsis_australis",10,10
"Labropsis_australis",12,NA
"Labropsis_australis",15,NA
"Labropsis_manabei",2,2
"Labropsis_manabei",5,5
"Labropsis_xanthonota",2,2
"Labropsis_xanthonota",8,8
"Labropsis_xanthonota",10,10
"Labropsis_xanthonota",12,12
"Lachnolaimus_maximus",12,12
"Lachnolaimus_maximus",20,20
"Lachnolaimus_maximus",25,25
"Lactophrys_bicaudalis",10,10
"Lactophrys_bicaudalis",12,12
"Lactophrys_bicaudalis",15,15
"Lactophrys_bicaudalis",20,20
"Lactophrys_bicaudalis",25,25
"Lactoria_fornasini",10,10
"Laticauda_laticaudata",188,NA
"Lepidonectes_clarkhubbsi",5,NA
"Lepidonectes_corallicola",5,NA
"Lepidonectes_corallicola",8,NA
"Lepidozygus_tapeinosoma",2,2
"Lepidozygus_tapeinosoma",5,5
"Lepidozygus_tapeinosoma",8,8
"Lepidozygus_tapeinosoma",10,NA
"Leptojulis_chrysotaenia",5,5
"Leptojulis_cyanopleura",2,2
"Leptojulis_cyanopleura",5,5
"Leptojulis_cyanopleura",8,8
"Leptojulis_cyanopleura",10,10
"Leptoscarus_spp.",15,NA
"Leptoscarus_vaigiensis",2,NA
"Leptoscarus_vaigiensis",5,5
"Leptoscarus_vaigiensis",12,12
"Leptoscarus_vaigiensis",15,15
"Leptoscarus_vaigiensis",20,20
"Leptoscarus_vaigiensis",25,25
"Leptoscarus_vaigiensis",30,30
"Lethrinidae_spp.",20,NA
"Lethrinus_atkinsoni",12,12
"Lethrinus_atkinsoni",15,15
"Lethrinus_atkinsoni",20,20
"Lethrinus_atkinsoni",25,25
"Lethrinus_atkinsoni",30,30
"Lethrinus_atkinsoni",35,35
"Lethrinus_erythracanthus",15,15
"Lethrinus_erythracanthus",20,20
"Lethrinus_erythracanthus",25,25
"Lethrinus_erythracanthus",35,35
"Lethrinus_erythracanthus",40,40
"Lethrinus_erythropterus",12,12
"Lethrinus_erythropterus",20,20
"Lethrinus_erythropterus",25,25
"Lethrinus_erythropterus",30,30
"Lethrinus_erythropterus",35,35
"Lethrinus_genivittatus",15,15
"Lethrinus_genivittatus",20,20
"Lethrinus_harak",20,20
"Lethrinus_harak",25,25
"Lethrinus_harak",30,30
"Lethrinus_laticaudis",20,20
"Lethrinus_laticaudis",25,25
"Lethrinus_laticaudis",30,30
"Lethrinus_laticaudis",35,35
"Lethrinus_laticaudis",40,40
"Lethrinus_laticaudis",50,50
"Lethrinus_lentjan",25,25
"Lethrinus_lentjan",30,30
"Lethrinus_lentjan",35,35
"Lethrinus_miniatus",40,40
"Lethrinus_miniatus",50,50
"Lethrinus_nebulosus",2,NA
"Lethrinus_nebulosus",5,5
"Lethrinus_nebulosus",8,8
"Lethrinus_nebulosus",10,10
"Lethrinus_nebulosus",12,12
"Lethrinus_nebulosus",15,15
"Lethrinus_nebulosus",20,20
"Lethrinus_nebulosus",25,25
"Lethrinus_nebulosus",30,30
"Lethrinus_nebulosus",35,35
"Lethrinus_nebulosus",40,40
"Lethrinus_obsoletus",15,15
"Lethrinus_obsoletus",20,20
"Lethrinus_obsoletus",30,30
"Lethrinus_obsoletus",35,35
"Lethrinus_olivaceus",20,20
"Lethrinus_olivaceus",30,30
"Lethrinus_olivaceus",35,35
"Lethrinus_olivaceus",40,40
"Lethrinus_olivaceus",50,50
"Lethrinus_olivaceus",62,62
"Lethrinus_ornatus",30,30
"Lethrinus_semicinctus",12,12
"Lethrinus_semicinctus",15,15
"Lethrinus_semicinctus",20,20
"Lethrinus_semicinctus",25,25
"Lethrinus_spp.",2,NA
"Lethrinus_spp.",5,NA
"Lethrinus_spp.",8,NA
"Lethrinus_spp.",10,NA
"Lethrinus_spp.",12,NA
"Lethrinus_spp.",15,NA
"Lethrinus_spp.",20,NA
"Lethrinus_spp.",25,NA
"Lethrinus_spp.",30,NA
"Lethrinus_spp.",35,NA
"Lethrinus_spp.",40,NA
"Lethrinus_xanthochilus",50,50
"Lucayablennius_zingaro",2,NA
"Lutjanus_alexandrei",30,NA
"Lutjanus_analis",15,15
"Lutjanus_analis",20,20
"Lutjanus_analis",25,25
"Lutjanus_analis",30,30
"Lutjanus_analis",35,35
"Lutjanus_analis",40,40
"Lutjanus_analis",50,50
"Lutjanus_apodus",8,8
"Lutjanus_apodus",10,10
"Lutjanus_apodus",12,12
"Lutjanus_apodus",15,15
"Lutjanus_apodus",20,20
"Lutjanus_apodus",25,25
"Lutjanus_apodus",30,30
"Lutjanus_apodus",35,35
"Lutjanus_apodus",40,40
"Lutjanus_aratus",25,25
"Lutjanus_argentimaculatus",30,30
"Lutjanus_argentimaculatus",35,35
"Lutjanus_argentimaculatus",40,40
"Lutjanus_argentimaculatus",50,50
"Lutjanus_argentimaculatus",62,62
"Lutjanus_argentiventris",8,8
"Lutjanus_argentiventris",10,10
"Lutjanus_argentiventris",12,12
"Lutjanus_argentiventris",15,15
"Lutjanus_argentiventris",20,20
"Lutjanus_argentiventris",25,25
"Lutjanus_argentiventris",30,30
"Lutjanus_argentiventris",35,35
"Lutjanus_argentiventris",40,40
"Lutjanus_argentiventris",50,50
"Lutjanus_biguttatus",12,12
"Lutjanus_biguttatus",15,15
"Lutjanus_biguttatus",20,20
"Lutjanus_biguttatus",25,NA
"Lutjanus_bohar",5,5
"Lutjanus_bohar",10,10
"Lutjanus_bohar",12,12
"Lutjanus_bohar",15,15
"Lutjanus_bohar",20,20
"Lutjanus_bohar",25,25
"Lutjanus_bohar",30,30
"Lutjanus_bohar",35,35
"Lutjanus_bohar",40,40
"Lutjanus_bohar",50,50
"Lutjanus_bohar",62,62
"Lutjanus_bohar",75,75
"Lutjanus_carponotatus",2,NA
"Lutjanus_carponotatus",5,5
"Lutjanus_carponotatus",8,8
"Lutjanus_carponotatus",10,10
"Lutjanus_carponotatus",12,12
"Lutjanus_carponotatus",15,15
"Lutjanus_carponotatus",20,20
"Lutjanus_carponotatus",25,25
"Lutjanus_carponotatus",30,30
"Lutjanus_carponotatus",35,35
"Lutjanus_carponotatus",40,NA
"Lutjanus_decussatus",5,5
"Lutjanus_decussatus",10,10
"Lutjanus_decussatus",12,12
"Lutjanus_decussatus",15,15
"Lutjanus_decussatus",20,20
"Lutjanus_decussatus",25,25
"Lutjanus_decussatus",30,30
"Lutjanus_decussatus",35,NA
"Lutjanus_ehrenbergii",30,30
"Lutjanus_fulviflamma",15,15
"Lutjanus_fulviflamma",20,20
"Lutjanus_fulviflamma",25,25
"Lutjanus_fulviflamma",30,30
"Lutjanus_fulviflamma",35,NA
"Lutjanus_fulvus",12,12
"Lutjanus_fulvus",15,15
"Lutjanus_fulvus",20,20
"Lutjanus_fulvus",25,25
"Lutjanus_fulvus",30,30
"Lutjanus_fulvus",35,35
"Lutjanus_fulvus",40,NA
"Lutjanus_gibbus",5,5
"Lutjanus_gibbus",8,8
"Lutjanus_gibbus",12,12
"Lutjanus_gibbus",15,15
"Lutjanus_gibbus",20,20
"Lutjanus_gibbus",25,25
"Lutjanus_gibbus",30,30
"Lutjanus_gibbus",35,35
"Lutjanus_gibbus",40,40
"Lutjanus_gibbus",50,NA
"Lutjanus_griseus",12,12
"Lutjanus_griseus",15,15
"Lutjanus_griseus",30,30
"Lutjanus_guttatus",8,8
"Lutjanus_guttatus",10,10
"Lutjanus_guttatus",12,12
"Lutjanus_guttatus",15,15
"Lutjanus_guttatus",20,20
"Lutjanus_guttatus",25,25
"Lutjanus_guttatus",30,30
"Lutjanus_guttatus",35,35
"Lutjanus_guttatus",40,40
"Lutjanus_inermis",10,10
"Lutjanus_inermis",12,12
"Lutjanus_inermis",15,15
"Lutjanus_inermis",20,20
"Lutjanus_inermis",25,25
"Lutjanus_inermis",30,30
"Lutjanus_jocu",30,30
"Lutjanus_jocu",35,35
"Lutjanus_jocu",40,40
"Lutjanus_jocu",50,50
"Lutjanus_johnii",50,50
"Lutjanus_johnii",62,62
"Lutjanus_johnii",75,75
"Lutjanus_jordani",25,25
"Lutjanus_jordani",30,30
"Lutjanus_jordani",35,35
"Lutjanus_kasmira",5,5
"Lutjanus_kasmira",8,8
"Lutjanus_kasmira",10,10
"Lutjanus_kasmira",12,12
"Lutjanus_kasmira",15,15
"Lutjanus_kasmira",20,20
"Lutjanus_kasmira",25,25
"Lutjanus_kasmira",30,30
"Lutjanus_lemniscatus",8,8
"Lutjanus_lemniscatus",10,10
"Lutjanus_lemniscatus",12,12
"Lutjanus_lemniscatus",15,15
"Lutjanus_lemniscatus",20,20
"Lutjanus_lemniscatus",25,25
"Lutjanus_lemniscatus",30,30
"Lutjanus_lemniscatus",35,35
"Lutjanus_lemniscatus",50,50
"Lutjanus_lemniscatus",62,62
"Lutjanus_lutjanus",15,15
"Lutjanus_lutjanus",20,20
"Lutjanus_lutjanus",25,25
"Lutjanus_lutjanus",30,30
"Lutjanus_mahogoni",10,10
"Lutjanus_mahogoni",12,12
"Lutjanus_mahogoni",15,15
"Lutjanus_mahogoni",20,20
"Lutjanus_mahogoni",25,25
"Lutjanus_mahogoni",30,30
"Lutjanus_mahogoni",35,35
"Lutjanus_mahogoni",40,40
"Lutjanus_monostigma",12,12
"Lutjanus_monostigma",15,15
"Lutjanus_monostigma",20,20
"Lutjanus_monostigma",25,25
"Lutjanus_monostigma",30,30
"Lutjanus_monostigma",35,35
"Lutjanus_monostigma",40,40
"Lutjanus_novemfasciatus",8,8
"Lutjanus_novemfasciatus",20,20
"Lutjanus_novemfasciatus",25,25
"Lutjanus_novemfasciatus",30,30
"Lutjanus_novemfasciatus",35,35
"Lutjanus_novemfasciatus",40,40
"Lutjanus_novemfasciatus",50,50
"Lutjanus_novemfasciatus",62,62
"Lutjanus_novemfasciatus",75,75
"Lutjanus_quinquelineatus",5,5
"Lutjanus_quinquelineatus",8,8
"Lutjanus_quinquelineatus",10,10
"Lutjanus_quinquelineatus",12,12
"Lutjanus_quinquelineatus",15,15
"Lutjanus_quinquelineatus",20,20
"Lutjanus_quinquelineatus",25,25
"Lutjanus_quinquelineatus",30,30
"Lutjanus_quinquelineatus",35,35
"Lutjanus_rivulatus",35,35
"Lutjanus_rivulatus",62,62
"Lutjanus_russellii",10,NA
"Lutjanus_russellii",15,NA
"Lutjanus_russellii",20,NA
"Lutjanus_russellii",25,NA
"Lutjanus_sebae",25,25
"Lutjanus_sebae",30,30
"Lutjanus_sebae",35,35
"Lutjanus_sebae",50,50
"Lutjanus_sebae",62,62
"Lutjanus_semicinctus",20,20
"Lutjanus_semicinctus",25,25
"Lutjanus_semicinctus",30,30
"Lutjanus_semicinctus",40,NA
"Lutjanus_spp.",15,NA
"Lutjanus_spp.",20,NA
"Lutjanus_spp.",25,NA
"Lutjanus_spp.",30,NA
"Lutjanus_spp.",35,NA
"Lutjanus_spp.",40,NA
"Lutjanus_spp.",50,NA
"Lutjanus_synagris",8,8
"Lutjanus_synagris",10,10
"Lutjanus_synagris",12,12
"Lutjanus_synagris",15,15
"Lutjanus_synagris",25,25
"Lutjanus_synagris",30,30
"Lutjanus_viridis",2,NA
"Lutjanus_viridis",5,5
"Lutjanus_viridis",8,8
"Lutjanus_viridis",10,10
"Lutjanus_viridis",12,12
"Lutjanus_viridis",15,15
"Lutjanus_viridis",20,20
"Lutjanus_viridis",25,25
"Lutjanus_viridis",30,NA
"Lutjanus_viridis",35,NA
"Lutjanus_vitta",20,20
"Lutjanus_vitta",25,25
"Lutjanus_vitta",30,30
"Macolor_macularis",5,5
"Macolor_macularis",12,12
"Macolor_macularis",15,15
"Macolor_macularis",20,20
"Macolor_macularis",25,25
"Macolor_macularis",30,30
"Macolor_macularis",35,35
"Macolor_macularis",40,40
"Macolor_macularis",50,50
"Macolor_macularis",62,NA
"Macolor_macularis",88,NA
"Macolor_niger",5,5
"Macolor_niger",8,8
"Macolor_niger",12,12
"Macolor_niger",15,15
"Macolor_niger",20,20
"Macolor_niger",25,25
"Macolor_niger",30,30
"Macolor_niger",35,35
"Macolor_niger",40,40
"Macolor_niger",50,50
"Macolor_niger",62,62
"Macrodontogobius_wilburi",5,NA
"Macrodontogobius_wilburi",8,NA
"Macropharyngodon_choati",2,2
"Macropharyngodon_choati",8,NA
"Macropharyngodon_choati",10,NA
"Macropharyngodon_geoffroy",5,5
"Macropharyngodon_geoffroy",8,8
"Macropharyngodon_kuiteri",10,NA
"Macropharyngodon_kuiteri",12,NA
"Macropharyngodon_meleagris",2,2
"Macropharyngodon_meleagris",5,5
"Macropharyngodon_meleagris",8,8
"Macropharyngodon_meleagris",10,10
"Macropharyngodon_meleagris",12,12
"Macropharyngodon_meleagris",15,NA
"Macropharyngodon_meleagris",20,NA
"Macropharyngodon_negrosensis",2,2
"Macropharyngodon_negrosensis",5,5
"Macropharyngodon_negrosensis",8,8
"Macropharyngodon_negrosensis",10,10
"Macropharyngodon_negrosensis",12,NA
"Macropharyngodon_negrosensis",15,NA
"Macropharyngodon_ornatus",2,2
"Macropharyngodon_ornatus",5,5
"Macropharyngodon_ornatus",8,8
"Macropharyngodon_ornatus",10,10
"Macropharyngodon_ornatus",12,12
"Macropharyngodon_ornatus",15,NA
"Macropharyngodon_spp.",8,NA
"Malacanthus_brevirostris",8,NA
"Malacanthus_brevirostris",12,NA
"Malacanthus_brevirostris",15,NA
"Malacanthus_brevirostris",20,NA
"Malacanthus_brevirostris",25,NA
"Malacanthus_brevirostris",30,NA
"Malacanthus_latovittatus",12,NA
"Malacanthus_latovittatus",25,NA
"Malacanthus_plumieri",15,15
"Malacanthus_plumieri",20,20
"Malacanthus_plumieri",25,25
"Malacanthus_plumieri",30,30
"Malacanthus_plumieri",50,50
"Malacoctenus_boehlkei",2,NA
"Malacoctenus_boehlkei",5,NA
"Malacoctenus_ebisui",2,NA
"Malacoctenus_ebisui",5,NA
"Malacoctenus_margaritae",5,NA
"Malacoctenus_spp.",2,NA
"Malacoctenus_spp.",5,NA
"Malacoctenus_tetranemus",2,NA
"Malacoctenus_tetranemus",5,NA
"Malacoctenus_tetranemus",8,NA
"Malacoctenus_tetranemus",10,NA
"Manonichthys_splendens",2,2
"Manonichthys_splendens",5,5
"Manonichthys_splendens",8,8
"Manonichthys_splendens",10,10
"Manonichthys_splendens",15,NA
"Manta_alfredi",175,NA
"Manta_birostris",350,NA
"Manta_birostris",400,NA
"Mccoskerichthys_sandae",2,NA
"Meiacanthus_atrodorsalis",2,NA
"Meiacanthus_atrodorsalis",5,NA
"Meiacanthus_atrodorsalis",8,NA
"Meiacanthus_atrodorsalis",10,NA
"Meiacanthus_crinitus",2,NA
"Meiacanthus_crinitus",5,NA
"Meiacanthus_crinitus",8,NA
"Meiacanthus_crinitus",10,NA
"Meiacanthus_ditrema",2,NA
"Meiacanthus_grammistes",2,NA
"Meiacanthus_grammistes",5,NA
"Meiacanthus_grammistes",8,NA
"Meiacanthus_grammistes",10,NA
"Meiacanthus_lineatus",5,NA
"Meiacanthus_lineatus",8,NA
"Meiacanthus_smithi",2,NA
"Meiacanthus_smithi",5,NA
"Meiacanthus_smithi",8,NA
"Meiacanthus_smithi",10,NA
"Meiacanthus_sp._[yellow_tail]",5,NA
"Meiacanthus_spp.",2,NA
"Meiacanthus_spp.",5,NA
"Meiacanthus_tongaensis",5,NA
"Melichthys_indicus",10,10
"Melichthys_indicus",12,12
"Melichthys_indicus",15,15
"Melichthys_indicus",20,20
"Melichthys_indicus",25,NA
"Melichthys_niger",8,8
"Melichthys_niger",10,10
"Melichthys_niger",12,12
"Melichthys_niger",15,15
"Melichthys_niger",20,20
"Melichthys_niger",25,25
"Melichthys_niger",30,30
"Melichthys_niger",35,35
"Melichthys_niger",40,40
"Melichthys_vidua",12,12
"Melichthys_vidua",15,15
"Melichthys_vidua",20,20
"Melichthys_vidua",25,25
"Melichthys_vidua",30,30
"Melichthys_vidua",35,35
"Microgobius_microlepis",5,NA
"Microgobius_microlepis",8,NA
"Micropogonias_spp.",20,NA
"Micropogonias_spp.",25,NA
"Microspathodon_bairdii",8,8
"Microspathodon_bairdii",10,10
"Microspathodon_bairdii",12,12
"Microspathodon_bairdii",15,15
"Microspathodon_bairdii",25,NA
"Microspathodon_bairdii",30,NA
"Microspathodon_bairdii",35,NA
"Microspathodon_chrysurus",2,NA
"Microspathodon_chrysurus",5,5
"Microspathodon_chrysurus",8,8
"Microspathodon_chrysurus",10,10
"Microspathodon_chrysurus",12,12
"Microspathodon_chrysurus",15,15
"Microspathodon_chrysurus",20,20
"Microspathodon_dorsalis",2,NA
"Microspathodon_dorsalis",5,5
"Microspathodon_dorsalis",8,8
"Microspathodon_dorsalis",10,10
"Microspathodon_dorsalis",12,12
"Microspathodon_dorsalis",15,15
"Microspathodon_dorsalis",20,20
"Microspathodon_dorsalis",25,25
"Microspathodon_dorsalis",30,30
"Microspathodon_dorsalis",35,NA
"Mobula_thurstoni",30,NA
"Mola_mola",162,NA
"Monacanthidae_spp.",8,NA
"Monacanthidae_spp.",10,NA
"Monacanthidae_spp.",12,NA
"Monacanthus_chinensis",10,10
"Monacanthus_chinensis",12,12
"Monacanthus_chinensis",15,15
"Monacanthus_chinensis",20,20
"Monodactylus_argenteus",12,12
"Monodactylus_argenteus",15,15
"Monotaxis_grandoculis",8,8
"Monotaxis_grandoculis",10,10
"Monotaxis_grandoculis",12,12
"Monotaxis_grandoculis",15,15
"Monotaxis_grandoculis",20,20
"Monotaxis_grandoculis",25,25
"Monotaxis_grandoculis",30,30
"Monotaxis_grandoculis",35,35
"Monotaxis_grandoculis",40,40
"Monotaxis_heterodon",2,NA
"Monotaxis_heterodon",5,NA
"Monotaxis_heterodon",8,NA
"Monotaxis_heterodon",10,NA
"Monotaxis_heterodon",12,NA
"Monotaxis_heterodon",15,NA
"Monotaxis_heterodon",20,NA
"Monotaxis_heterodon",25,NA
"Monotaxis_heterodon",30,NA
"Monotaxis_heterodon",35,NA
"Mugil_galapagensis",30,NA
"Mugil_galapagensis",35,NA
"Mugilidae_spp.",40,NA
"Mulloidichthys_dentatus",10,10
"Mulloidichthys_dentatus",12,12
"Mulloidichthys_dentatus",15,15
"Mulloidichthys_dentatus",20,20
"Mulloidichthys_dentatus",25,25
"Mulloidichthys_dentatus",30,30
"Mulloidichthys_dentatus",35,NA
"Mulloidichthys_dentatus",40,NA
"Mulloidichthys_flavolineatus",10,10
"Mulloidichthys_flavolineatus",12,12
"Mulloidichthys_flavolineatus",15,15
"Mulloidichthys_flavolineatus",20,20
"Mulloidichthys_flavolineatus",25,25
"Mulloidichthys_martinicus",8,8
"Mulloidichthys_martinicus",10,10
"Mulloidichthys_martinicus",12,12
"Mulloidichthys_martinicus",15,15
"Mulloidichthys_martinicus",20,20
"Mulloidichthys_martinicus",25,25
"Mulloidichthys_martinicus",30,30
"Mulloidichthys_martinicus",35,35
"Mulloidichthys_vanicolensis",12,12
"Mulloidichthys_vanicolensis",15,15
"Mulloidichthys_vanicolensis",20,20
"Mulloidichthys_vanicolensis",25,25
"Mulloidichthys_vanicolensis",30,30
"Muraena_argus",62,NA
"Muraena_clepsydra",35,NA
"Muraena_clepsydra",40,NA
"Muraena_clepsydra",50,NA
"Muraena_clepsydra",62,NA
"Muraena_lentiginosa",10,NA
"Muraena_lentiginosa",12,NA
"Muraena_lentiginosa",25,NA
"Muraena_lentiginosa",35,NA
"Muraena_lentiginosa",40,NA
"Muraena_lentiginosa",50,NA
"Muraena_lentiginosa",62,NA
"Mycteroperca_bonaci",12,12
"Mycteroperca_bonaci",20,20
"Mycteroperca_bonaci",30,30
"Mycteroperca_bonaci",35,35
"Mycteroperca_bonaci",40,40
"Mycteroperca_bonaci",50,50
"Mycteroperca_bonaci",62,62
"Mycteroperca_olfax",20,20
"Mycteroperca_olfax",25,25
"Mycteroperca_olfax",30,30
"Mycteroperca_olfax",35,35
"Mycteroperca_olfax",40,40
"Mycteroperca_olfax",50,50
"Mycteroperca_olfax",62,62
"Mycteroperca_olfax",75,75
"Mycteroperca_olfax",112,NA
"Mycteroperca_tigris",62,62
"Myrichthys_maculosus",10,NA
"Myrichthys_maculosus",62,NA
"Myrichthys_tigrinus",15,NA
"Myrichthys_tigrinus",40,NA
"Myripristis_adusta",12,12
"Myripristis_adusta",15,15
"Myripristis_adusta",20,20
"Myripristis_adusta",25,25
"Myripristis_adusta",30,30
"Myripristis_adusta",35,NA
"Myripristis_amaena",8,8
"Myripristis_amaena",10,10
"Myripristis_amaena",12,12
"Myripristis_amaena",15,15
"Myripristis_amaena",20,20
"Myripristis_berndti",5,5
"Myripristis_berndti",10,10
"Myripristis_berndti",12,12
"Myripristis_berndti",15,15
"Myripristis_berndti",20,20
"Myripristis_berndti",25,25
"Myripristis_berndti",30,NA
"Myripristis_earlei",15,15
"Myripristis_earlei",20,20
"Myripristis_earlei",25,NA
"Myripristis_hexagona",12,12
"Myripristis_hexagona",15,15
"Myripristis_hexagona",20,20
"Myripristis_hexagona",25,25
"Myripristis_hexagona",30,NA
"Myripristis_jacobus",8,8
"Myripristis_jacobus",10,10
"Myripristis_jacobus",15,15
"Myripristis_jacobus",20,20
"Myripristis_jacobus",25,NA
"Myripristis_jacobus",30,NA
"Myripristis_kuntee",8,8
"Myripristis_kuntee",10,10
"Myripristis_kuntee",12,12
"Myripristis_kuntee",15,15
"Myripristis_kuntee",20,20
"Myripristis_kuntee",25,25
"Myripristis_kuntee",30,NA
"Myripristis_leiognathus",5,5
"Myripristis_leiognathus",8,8
"Myripristis_leiognathus",10,10
"Myripristis_leiognathus",12,12
"Myripristis_leiognathus",15,15
"Myripristis_leiognathus",20,NA
"Myripristis_leiognathus",25,NA
"Myripristis_leiognathus",62,NA
"Myripristis_murdjan",12,12
"Myripristis_murdjan",15,15
"Myripristis_murdjan",20,20
"Myripristis_murdjan",25,25
"Myripristis_murdjan",30,NA
"Myripristis_spp.",10,NA
"Myripristis_spp.",12,NA
"Myripristis_spp.",15,NA
"Myripristis_spp.",20,NA
"Myripristis_spp.",25,NA
"Myripristis_violacea",10,10
"Myripristis_violacea",12,12
"Myripristis_violacea",15,15
"Myripristis_violacea",20,20
"Myripristis_violacea",25,25
"Myripristis_violacea",30,30
"Myripristis_vittata",12,12
"Myripristis_vittata",15,15
"Myripristis_vittata",20,20
"Myripristis_vittata",25,NA
"Naso_annulatus",20,20
"Naso_annulatus",25,25
"Naso_annulatus",30,30
"Naso_annulatus",50,50
"Naso_brachycentron",25,25
"Naso_brachycentron",30,30
"Naso_brachycentron",40,40
"Naso_brachycentron",50,50
"Naso_brachycentron",62,62
"Naso_brevirostris",15,15
"Naso_brevirostris",20,20
"Naso_brevirostris",25,25
"Naso_brevirostris",30,30
"Naso_brevirostris",35,35
"Naso_brevirostris",40,40
"Naso_brevirostris",50,50
"Naso_brevirostris",62,NA
"Naso_caeruleacauda",8,8
"Naso_caeruleacauda",10,10
"Naso_caeruleacauda",12,12
"Naso_caeruleacauda",15,15
"Naso_caeruleacauda",20,20
"Naso_caeruleacauda",25,25
"Naso_caeruleacauda",30,30
"Naso_caesius",20,20
"Naso_caesius",25,25
"Naso_caesius",30,30
"Naso_caesius",35,35
"Naso_caesius",40,40
"Naso_caesius",50,NA
"Naso_caesius",62,NA
"Naso_elegans",8,8
"Naso_elegans",15,15
"Naso_elegans",20,20
"Naso_elegans",25,25
"Naso_hexacanthus",25,25
"Naso_hexacanthus",30,30
"Naso_hexacanthus",35,35
"Naso_hexacanthus",40,40
"Naso_hexacanthus",50,50
"Naso_hexacanthus",62,62
"Naso_lituratus",8,8
"Naso_lituratus",10,10
"Naso_lituratus",12,12
"Naso_lituratus",15,15
"Naso_lituratus",20,20
"Naso_lituratus",25,25
"Naso_lituratus",30,30
"Naso_lituratus",35,35
"Naso_lopezi",40,40
"Naso_sp._(blunt_head)",40,NA
"Naso_spp.",10,NA
"Naso_spp.",12,NA
"Naso_spp.",15,NA
"Naso_spp.",20,NA
"Naso_spp.",30,NA
"Naso_thynnoides",12,12
"Naso_thynnoides",15,15
"Naso_thynnoides",20,20
"Naso_thynnoides",25,25
"Naso_thynnoides",30,30
"Naso_thynnoides",35,35
"Naso_tonganus",12,12
"Naso_tonganus",20,20
"Naso_tonganus",25,25
"Naso_tonganus",30,30
"Naso_tonganus",35,35
