"site","bAut","det","fish","mInv","sInv","zooP","sum_tot","bAut_prop","det_prop","fish_prop","mInv_prop","sInv_prop","zooP_prop"
"NMP-BF2",107.05,39.6,6.62,55.43,22.89,19.39,250.98,0.426528010200016,0.157781496533588,0.0263766037134433,0.220854251334768,0.0912024862538848,0.0772571519643
"NMP-BF3",44.07,16.73,4.31,13.23,4.62,4.34,87.3,0.504810996563574,0.19163802978236,0.0493699885452463,0.151546391752577,0.0529209621993127,0.0497136311569301
"NMP-BF4",183.42,60.95,2.83,46.71,47.42,10.93,352.26,0.520694941236587,0.173025606086413,0.00803383864191222,0.132600919775166,0.134616476466247,0.0310282177936751
"NMP-S1",76.36,23.39,6.36,21.53,14.96,7.68,150.28,0.508118179398456,0.155642800106468,0.0423210007985095,0.143265903646526,0.0995475113122172,0.0511046047378227
"NMP-S2",28.19,9.97,1.22,16.93,9.68,6.6,72.59,0.38834550213528,0.137346741975479,0.0168067226890756,0.233227717316435,0.133351701336272,0.0909216145474583
"NMP16",18.62,3.86,3.55,26.7,10.57,6.21,69.51,0.267875125881168,0.0555315781901885,0.0510717882319091,0.384117393180837,0.152064451158107,0.0893396633577902
"NMP17",24.77,5.97,281.76,41.12,12.64,10.02,376.28,0.0658286382481131,0.0158658445838206,0.748804082066546,0.109280323163602,0.0335920059530137,0.0266291059849049
"NMP23",74.13,19.46,12.19,80.17,34.49,21.54,241.98,0.306347632035705,0.0804198694106951,0.050376064137532,0.331308372592776,0.142532440697578,0.0890156211257129
"NT100",14.3,5.04,5.7,25.72,9.19,4.33,64.28,0.222464219041693,0.0784069695084007,0.0886745488487866,0.400124455507156,0.142968263845675,0.0673615432482887
"NT102",8.68,2.46,11.84,21.02,5.68,2.81,52.49,0.165364831396456,0.0468660697275672,0.225566774623738,0.400457229948562,0.108211087826253,0.0535340064774243
"NT103",63.94,14.48,14.08,79.53,40.8,19.85,232.68,0.274798005844937,0.0622313907512463,0.060512291559223,0.341799896854048,0.175348117586385,0.0853102974041602
"NT20",18.69,7.56,3.8,35.54,9.52,7.65,82.76,0.225833736104398,0.0913484775253746,0.0459159014016433,0.429434509424843,0.115031416143064,0.0924359594006767
"NT24",94.16,16.93,39.44,112.09,61.31,18.73,342.66,0.274791338352886,0.0494075760228798,0.115099515554777,0.327117259090644,0.178923714469153,0.0546605965096597
"NT25",72.1,21.7,23.58,79.03,33.39,18.72,248.52,0.290117495573797,0.0873169161435699,0.094881699661999,0.318002575245453,0.134355383872525,0.0753259295026557
"NT26",31.55,10.93,11.34,43.37,15.7,11.18,124.07,0.254291931973886,0.088095429999194,0.0914000161199323,0.349560731844926,0.126541468525832,0.0901104215362296
"NT28",170.15,51,23.72,114.47,70.67,26,456.01,0.373127782285476,0.111839652639197,0.0520164031490537,0.251025196815859,0.154974671608079,0.0570162935023355
"NT29",58.65,20.58,9.81,69.27,28.01,14.75,201.07,0.291689461381608,0.102352414581986,0.0487889789625504,0.344506888148406,0.139304719749341,0.0733575371761078
"NT30",46.72,8.87,17.8,68.14,34.81,10.34,186.68,0.250267838011571,0.0475144632526248,0.0953503321191344,0.365009642168417,0.186468823655453,0.0553889007928005
"NT31",69.66,5.33,4.89,32.73,19.38,3.3,135.29,0.514893931554439,0.039396851208515,0.036144578313253,0.241924754231651,0.143247837977678,0.0243920467144652
"NT32",21.8,1.1,18.24,29.16,9.36,1.77,81.43,0.267714601498219,0.0135085349379835,0.223996070244382,0.358098980719637,0.114945351835933,0.0217364607638462
"NT33",6.97,1.69,9.43,17.1,5.5,2.77,43.46,0.160377358490566,0.038886332259549,0.216981132075472,0.393465255407271,0.126553152323976,0.0637367694431661
"NT34",12.15,2.33,6.63,24.26,9.35,4.48,59.2,0.205236486486486,0.0393581081081081,0.111993243243243,0.409797297297297,0.157939189189189,0.0756756756756757
"NT35",9.39,3.07,2.2,20.12,4.51,3.28,42.57,0.220577871740662,0.0721165139769791,0.0516795865633075,0.472633309842612,0.10594315245478,0.0770495654216584
"NT36",4.84,0.81,3.42,7.65,4.25,2.33,23.3,0.207725321888412,0.0347639484978541,0.146781115879828,0.328326180257511,0.182403433476395,0.1
"NT37",43.56,11.48,13.83,55.13,24.69,12.85,161.54,0.269654574718336,0.0710659898477157,0.0856134703479014,0.341277702117123,0.152841401510462,0.0795468614584623
"NT38",58.7,20.17,13.4,62.41,23.23,12.13,190.04,0.308882340559882,0.10613555041044,0.0705114712692065,0.328404546411282,0.122237423700274,0.063828667648916
"NT39",55.96,14.04,16.21,79.65,37.28,15.45,218.59,0.256004391783705,0.0642298366805435,0.0741570977629352,0.364380804245391,0.170547600530674,0.0706802689967519
"NT40",6.64,5.22,10.54,23.57,4.87,6.84,57.68,0.115117891816921,0.090499306518724,0.182732316227462,0.408633841886269,0.0844313453536755,0.118585298196949
"NT41",74.02,17.63,103.07,103.51,45.57,18.35,362.15,0.204390445947812,0.0486814855722767,0.284605826315063,0.2858207924893,0.125831837636339,0.0506696120392103
"NT42",49.17,14.33,21.11,79.07,28.12,17.08,208.88,0.235398314821907,0.0686039831482191,0.101062811183455,0.378542703944849,0.134622749904251,0.081769436997319
"NT43",6.09,1.64,2.81,11.55,3.84,2.67,28.6,0.212937062937063,0.0573426573426573,0.0982517482517482,0.403846153846154,0.134265734265734,0.0933566433566433
"NT44",22.74,5.93,5.47,25.28,18.72,5.17,83.31,0.272956427799784,0.0711799303805065,0.0656583843476173,0.303444964590085,0.224702916816709,0.0620573760652983
"NT45",123.54,29.12,20.67,137.54,83.56,27.83,422.26,0.292568559655189,0.0689622507459859,0.0489508833420168,0.325723487898451,0.197887557429072,0.0659072609292853
"NT46",45.62,10.44,35.63,88.05,38.16,16.35,234.25,0.194749199573106,0.0445677694770544,0.152102454642476,0.375880469583778,0.16290288153682,0.0697972251867663
"NT48",3.94,0.86,1.76,9.3,2.91,1.76,20.53,0.19191427179737,0.0418899171943497,0.0857282026302971,0.452995616171456,0.14174378957623,0.0857282026302971
"NT49",127.94,30.67,122.24,160.79,79.96,33.85,555.45,0.230335763795121,0.0552164911333153,0.220073814024665,0.28947700063012,0.143955351516788,0.060941578899991
"NT50",44.56,9.72,10.98,61.17,28.94,12.74,168.11,0.265064541074297,0.0578192849919695,0.0653143774909286,0.363868895366129,0.172149188031646,0.07578371304503
"NT51",37.01,9.81,11.76,53.11,22.71,11.88,146.28,0.253007929997266,0.0670631665299426,0.0803937653814602,0.363070823079026,0.155250205086136,0.081214109926169
"NT52",55.68,14.14,14.02,85.7,41.63,16.5,227.67,0.244564501251812,0.0621074362015197,0.0615803575350288,0.37642201431897,0.18285237405016,0.0724733166425089
"NT53",114.08,28.18,33.34,138.92,76.92,30.62,422.06,0.270293323224186,0.0667677581386533,0.0789935080320334,0.329147514571388,0.182248969340852,0.0725489266928873
"NT54",62.99,15.05,26.11,75.98,37.43,15.78,233.34,0.269949430016285,0.0644981571955087,0.111896802948487,0.325619268020914,0.160409702579926,0.0676266392388789
"NT55",31.25,8.2,70.89,83.91,18.83,11.26,224.34,0.139297494873852,0.0365516626548988,0.315993581171436,0.374030489435678,0.0839350985111884,0.0501916733529464
"NT56",29.37,7.55,21.66,60.71,17.5,11.71,148.5,0.197777777777778,0.0508417508417508,0.145858585858586,0.408821548821549,0.117845117845118,0.0788552188552189
"NT57",87.33,17.91,29.58,121.97,55.61,25.02,337.42,0.258816904747792,0.053079248414439,0.0876652243494754,0.361478276332168,0.164809436310829,0.0741509098452967
"NT58",41.65,11.21,14.35,46.58,16.92,11.8,142.51,0.292260192267209,0.0786611465862045,0.100694688092064,0.326854255841695,0.11872851027998,0.0828012069328468
"NT59",34.2,9.52,12.59,44.54,22.01,9.28,132.14,0.258816406841229,0.0720448009686696,0.0952777357348267,0.337066747389133,0.166565763584077,0.0702285454820645
"NT60",19,4.77,96.49,84.06,11.88,4.3,220.5,0.0861678004535147,0.0216326530612245,0.437596371882086,0.381224489795918,0.0538775510204082,0.0195011337868481
"NWS101",104.5,12.01,62.54,161.87,30.2,17.11,388.23,0.269170337171264,0.0309352703294439,0.161090075470726,0.416943564381939,0.0777889395461453,0.0440718131004817
"NWS104",81.1,12.15,29.37,47.39,21.6,17.52,209.13,0.38779706402716,0.0580978338832305,0.140438961411562,0.226605460718214,0.103285038014632,0.0837756419452016
"NWS105",1.2,0.3,0.44,3.37,1.18,0.73,7.22,0.166204986149584,0.0415512465373961,0.0609418282548476,0.466759002770083,0.163434903047091,0.101108033240997
"NWS106",139.28,11.91,29.38,57.38,23.34,18.88,280.17,0.497126744476568,0.0425099047007174,0.104864903451476,0.204804226005639,0.0833065638719349,0.0673876574936646
"NWS107",284.42,29.88,42.96,162.75,49.15,35.96,605.12,0.470022474881015,0.0493786356425172,0.0709941829719725,0.268954918032787,0.0812235589635114,0.0594262295081967
"NWS108",24.38,2.08,12.61,22.57,4.78,3.8,70.22,0.347194531472515,0.0296211905440046,0.179578467673028,0.321418399316434,0.0680717744232412,0.0541156365707776
"NWS109",2.33,0.6,1.81,8.52,1.74,0.71,15.71,0.148313176320815,0.0381922342457034,0.115213239974539,0.542329726288988,0.11075747931254,0.0451941438574157
"NWS110",8.96,2.45,18.55,33.93,7.74,11,82.63,0.108435193029166,0.0296502480939126,0.224494735568196,0.410625680745492,0.0936705796926056,0.133123562870628
"NWS111",21.4,5.79,6.6,26.81,9.85,5.02,75.47,0.28355638001855,0.0767192261825891,0.0874519676692726,0.35524049291109,0.130515436597323,0.066516496621174
"NWS113",33.03,9.07,48.39,52.9,20.29,18.19,181.87,0.181613240226535,0.0498707868257547,0.266069170286468,0.29086710287568,0.111563204486721,0.10001649529884
"NWS114",20.75,5.08,13.19,48.51,10.41,8.49,106.43,0.194963825988913,0.0477309029409001,0.123931222399699,0.455792539697454,0.0978107676407028,0.0797707413323311
"NWS115",46.32,16.16,26.96,46.62,14.26,15.84,166.16,0.278767453057294,0.0972556571978816,0.162253249879634,0.280572941742898,0.0858208955223881,0.0953298025999037
"NWS116",56.37,5.08,11.66,46.49,16.67,9.55,145.82,0.386572486627349,0.0348374708544781,0.0799615964888218,0.318817720477301,0.114319023453573,0.0654917020984776
"NWS117",84.86,21.34,34.31,107.94,40.13,18.21,306.79,0.276606147527625,0.0695589817138759,0.111835457479057,0.35183676130252,0.130806088855569,0.0593565631213534
"NWS118",32.06,7.95,16.86,60.39,17.77,15.15,150.18,0.213477160740445,0.0529364762285258,0.112265281662006,0.402117459049141,0.118324677054202,0.100878945265681
"NWS119",60.82,18.51,14.92,60.54,26.2,13.6,194.59,0.312554601983658,0.0951230792949278,0.0766740325813248,0.311115679120201,0.134642067937715,0.0698905390821728
"NWS121",111.04,25.72,31.83,114.23,53.81,32.3,368.93,0.30097850540753,0.0697151221098853,0.0862765294229258,0.309625132138888,0.14585422708915,0.0875504838316212
"NWS122",119.3,28.81,25.14,99.16,43.96,29.64,346.01,0.344787722898182,0.0832634894945233,0.0726568596283344,0.286581312678824,0.127048351203722,0.0856622640964134
"NWS123",37.21,10.93,7.85,42.24,17.67,8.23,124.13,0.299766373962781,0.088052847820833,0.0632401514541207,0.340288407314912,0.142350761298639,0.0663014581487151
"NWS124",49.59,17.28,6.94,24.47,9.44,5.89,113.61,0.436493266437814,0.152099287034592,0.0610861719919021,0.215385969544934,0.0830912771763049,0.051844027814453
"NWS125",38.89,8.95,23.03,57.74,19.25,15.43,163.29,0.238165227509339,0.0548104599179374,0.141037418090514,0.353604017392369,0.117888419376569,0.0944944577132709
"NWS126",11.57,3.59,60.61,27.58,6.23,3.03,112.61,0.102743983660421,0.0318799396145991,0.538229286919456,0.244916082053104,0.0553236835094574,0.0269070242429624
"NWS127",255.4,25.09,77.09,186.95,55.47,30.13,630.13,0.405313189341882,0.0398171805817847,0.122339834637297,0.296684811070731,0.0880294542396013,0.0478155301287036
"NWS128",18.44,2.57,5.33,24.17,8.64,5.54,64.69,0.285051785438244,0.0397279332199722,0.0823929509970629,0.37362807234503,0.133560055650023,0.0856392023496677
"NWS129",16.62,7.88,14.07,43.34,12.39,6.62,100.92,0.164684898929845,0.078081648830757,0.139417360285375,0.429449068569164,0.122770511296076,0.0655965120887832
"NWS130",32.88,9.22,9.22,30.29,12.68,10.14,104.43,0.314852054007469,0.0882888058986881,0.0882888058986881,0.290050751699703,0.121421047591688,0.0970985349037633
"NWS131",74.53,19.44,116.65,81.73,32.02,21.84,346.21,0.215273966667629,0.0561508910776696,0.336934230669247,0.236070592992692,0.0924872187400711,0.0630830998526906
"NWS132",63.11,9.63,17.86,80.59,19.88,33.26,224.33,0.2813266170374,0.042927829536843,0.0796148531181741,0.359247537110507,0.08861944456827,0.148263718628806
"NWS133",113.66,33.75,164.5,154.41,59.71,35.22,561.25,0.202512249443207,0.0601336302895323,0.293095768374165,0.275118040089087,0.106387527839644,0.0627527839643653
"NWS134",54.59,19.95,6.64,22.09,14.6,6.08,123.95,0.440419524001614,0.160951996772892,0.0535699878983461,0.178217022993142,0.117789431222267,0.0490520371117386
"NWS135",26.81,6.53,25.4,50.46,19.97,11.82,140.99,0.19015533016526,0.0463153415135825,0.180154620895099,0.357897723242783,0.141641251152564,0.0838357330307114
"NWS136",63.8,19.98,7.75,33.83,17.34,13.29,155.99,0.409000576960061,0.128085133662414,0.0496826719661517,0.21687287646644,0.11116097185717,0.085197769087762
"NWS137",39.09,7.41,9.48,29.2,15.18,7.69,108.05,0.361776955113373,0.0685793614067561,0.0877371587228135,0.270245256825544,0.140490513651087,0.0711707542804257
"NWS138",93.86,27.86,25.75,83.59,30.89,27.85,289.8,0.323878536922015,0.0961352657004831,0.0888543823326432,0.288440303657695,0.106590752242926,0.0961007591442374
"NWS139",118,17.24,53.18,164.03,40.99,30.36,423.8,0.278433223218499,0.0406795658329401,0.125483718735252,0.38704577630958,0.0967201510146295,0.0716375648890986
"NWS140",46.46,12.01,3.93,27.85,19.72,9.27,119.24,0.389634350888963,0.100721234485072,0.0329587386782959,0.233562562898356,0.165380744716538,0.0777423683327742
"NWS141",97.94,20.54,25.65,97.79,40.35,23.24,305.51,0.320578704461392,0.0672318418382377,0.0839579719158129,0.320087722169487,0.132074236522536,0.0760695230925338
"NWS142",74.89,24.59,16.92,46.77,13.39,18.45,195.01,0.384031588123686,0.126096097636019,0.086764781293267,0.239833854674119,0.068663145479719,0.0946105327931901
"NWS143",12.54,4.51,5.76,20.77,5.11,3,51.69,0.242600116076611,0.0872509189398336,0.111433546140453,0.401818533565487,0.0988585799961308,0.0580383052814858
"NWS144",61.01,19.68,170.3,96.33,32.44,30.78,410.54,0.148609148925805,0.0479368636430068,0.414819506016466,0.234642178594047,0.0790178788912164,0.0749744239294588
"NWS145",27.96,8.17,8.96,36.29,14.1,11.17,106.65,0.262165963431786,0.0766057196436943,0.0840131270511017,0.340271917487107,0.132208157524613,0.104735114861697
"NWS146",61.22,15.46,7.01,43.71,15.96,13.86,157.22,0.389390662765551,0.0983335453504643,0.0445872026459738,0.27801806385956,0.101513802315227,0.0881567230632235
"NWS147",19.07,3.25,2.83,22.03,10.93,6.23,64.34,0.296394156046006,0.050512900217594,0.0439850792663973,0.342399751321107,0.169878769039478,0.0968293441094187
"NWS148",32.65,6.37,33.63,135.26,23.95,18.92,250.78,0.130193795358482,0.0254007496610575,0.134101602998644,0.539357205518781,0.0955020336549964,0.0754446128080389
"NWS149",237.04,14.47,163.59,166.21,51.11,23.39,655.81,0.3614461505619,0.0220643174090057,0.249447248440859,0.253442307985545,0.077934157759107,0.0356658178435827
"NWS150",33.88,11.02,8.92,26.83,14.47,7.88,103,0.328932038834951,0.106990291262136,0.0866019417475728,0.260485436893204,0.140485436893204,0.076504854368932
"NWS152",62.77,16.16,8.96,41.88,20.02,12.49,162.28,0.386800591570126,0.0995809711609564,0.0552132117328075,0.258072467340399,0.123367019965492,0.0769657382302194
"NWS153",52.44,18.45,292.01,295.14,35.47,165.43,858.94,0.0610519943185787,0.021479963676159,0.339965538920064,0.343609565278134,0.0412950846392065,0.192597853167858
"NWS154",22.09,4.84,18.92,39.82,10.05,17.21,112.93,0.195607898698309,0.0428584078632781,0.167537412556451,0.352607810147879,0.0889931816169308,0.152395289117152
"NWS155",271.15,8.8,81.08,29.36,9.33,48.33,448.05,0.605177993527508,0.019640665104341,0.18096194621136,0.0655284008481196,0.0208235687981252,0.107867425510546
"NWS159",118.33,28.33,7.01,44.45,39.8,15.39,253.31,0.467135130867317,0.111839248351822,0.0276736015159291,0.175476688642375,0.157119734712408,0.0607555959101496
"NWS160",2.22,0.68,0.9,5.73,1.05,0.96,11.54,0.192374350086655,0.0589254766031196,0.0779896013864818,0.496533795493934,0.0909878682842288,0.0831889081455806
"NWS161",29.1,1.41,70.28,22.36,3.35,5.49,131.99,0.220471247821805,0.0106826274717782,0.532464580650049,0.169406773240397,0.0253807106598985,0.0415940601560724
"NWS162",6.34,2.89,3.72,27.29,3.94,6.39,50.57,0.125370773185683,0.0571485070199723,0.0735614000395491,0.539648012655725,0.0779118054182322,0.126359501680838
"NWS186",281.12,59.14,117.85,747.85,173.92,98.45,1478.33,0.190160518963966,0.0400045997848924,0.0797183308192352,0.505874872322147,0.117646263012994,0.0665954150967646
"NWS187",70.08,13.72,21.96,69.41,40.69,21.5,237.36,0.295247724974722,0.0578024941017863,0.0925176946410516,0.29242500842602,0.171427367711493,0.0905797101449275
"NWS188",26.96,5.3,7.4,19.62,7.32,3.44,70.04,0.384922901199315,0.075671045117076,0.105653912050257,0.280125642490006,0.10451170759566,0.049114791547687
"NWS189",153.22,9.85,17.68,59.16,20.05,12.66,272.62,0.56202773090749,0.0361308781454039,0.0648521751889076,0.217005355439806,0.0735455946005429,0.046438265717849
"NWS190",217.04,48.1,37.86,187.33,85.48,41.21,617.02,0.351755210528022,0.0779553337006904,0.0613594372953875,0.303604421250527,0.138536838352079,0.0667887588732942
"NWS191",193.47,27.9,4.17,62.63,42.45,21.1,351.72,0.550068236096895,0.0793244626407369,0.011856021835551,0.178067781189583,0.120692596383487,0.0599909018537473
"NWS192",236.67,28.2,9.16,69.66,64.96,19.92,428.57,0.552231840772803,0.0658002193340644,0.0213734045780153,0.162540541801806,0.151573838579462,0.0464801549338498
"NWS193",141.76,32.32,7.83,84.2,72.78,29.7,368.59,0.384600775929895,0.0876855042187797,0.021243115656963,0.228438101956103,0.19745516698771,0.0805773352505494
"NWS50",19.49,4.82,8.2,35.17,13.06,7.58,88.32,0.22067481884058,0.0545742753623188,0.0928442028985507,0.398211050724638,0.147871376811594,0.0858242753623188
"NWS52",131.33,16.89,11.96,72.65,36.93,21.9,291.66,0.45028457793321,0.0579098950833162,0.0410066515806076,0.249091407803607,0.126620037029418,0.0750874305698416
"NWS53",27.63,5.91,17.49,46.95,17.4,6.67,122.05,0.226382630069644,0.0484227775501843,0.143301925440393,0.384678410487505,0.142564522736583,0.0546497337156903
"NWS54",34.19,10.91,12.56,29.31,14.54,5.72,107.23,0.318847337498834,0.101743914949175,0.117131399794834,0.273337685349249,0.135596381609624,0.0533432807982841
"NWS55",190.28,24.43,51.18,89.29,64.14,22.1,441.42,0.431063386344071,0.0553441167142404,0.1159439989126,0.20227900865389,0.145303792306647,0.0500656970685515
"NWS56",11.85,3.29,8.55,22.53,13.04,5.19,64.45,0.183863460046548,0.0510473235065943,0.13266097750194,0.349573312645462,0.202327385570209,0.0805275407292475
"NWS59",23.46,5.65,9.1,31.65,11.04,7.86,88.76,0.264308246958089,0.0636547994592159,0.102523659305994,0.356579540333483,0.124380351509689,0.0885534024335286
"NWS60",45.55,7.61,11.15,72.74,30.21,23.57,190.83,0.238694125661584,0.0398784258240319,0.0584289681915841,0.381176963789761,0.158308442068857,0.123513074464183
"NWS63",41.22,11.89,9.82,61.22,25.42,16.68,166.25,0.24793984962406,0.0715187969924812,0.0590676691729323,0.368240601503759,0.152902255639098,0.100330827067669
"NWS64",63.02,17.46,8.49,42.29,25.74,11.75,168.75,0.373451851851852,0.103466666666667,0.0503111111111111,0.250607407407407,0.152533333333333,0.0696296296296296
"NWS65",95.83,13.5,22.47,88.71,32.37,16.1,268.98,0.356271841772622,0.050189605175106,0.0835378095025652,0.329801472228418,0.12034351996431,0.0598557513569782
"NWS93",24.69,8.39,3.01,13.93,10.32,5.4,65.74,0.37557042896258,0.127623973227867,0.0457864313964101,0.211895345299665,0.156982050501977,0.0821417706114998
"NWS94",18.46,6.49,1.61,10.71,8.68,4.71,50.66,0.364390051322542,0.128108961705488,0.0317804974338729,0.211409395973154,0.171338333991315,0.0929727595736281
"NWS95",35.64,8.44,6.15,31.17,20.64,7.9,109.94,0.32417682372203,0.0767691468073495,0.0559396034200473,0.283518282699654,0.187738766599964,0.0718573767509551
"OS2",16.6,4.83,3.09,26.58,13.65,9.73,74.48,0.222878625134264,0.0648496240601504,0.0414876476906552,0.35687432867884,0.183270676691729,0.130639097744361
"OS3",81.48,31.65,88.33,261.31,64.81,27.56,555.14,0.146773786792521,0.0570126454588032,0.159113016536369,0.470710091148179,0.116745325503477,0.0496451345606514
"OS4",56.88,18.03,38.39,120.78,35.09,28.47,297.64,0.191103346324419,0.060576535411907,0.128981319715092,0.405792232226851,0.117894100255342,0.0956524660663889
"OS5",27.72,7.39,16.32,43.86,21.8,12.23,129.32,0.214351995051036,0.0571450665017012,0.126198577172904,0.339158676152181,0.168574079802041,0.0945716053201361
"OS6",598.05,16.89,204.19,240.09,42.5,27.49,1129.21,0.529618051558169,0.0149573595699648,0.180825532894679,0.212617670760974,0.0376369320144172,0.0243444532017959
"OS7",34.23,2.85,5.84,23.11,6.72,4.14,76.89,0.445181428014046,0.037065938353492,0.0759526596436468,0.300559240473404,0.0873975809598127,0.0538431525555989
"OS8",26.21,1.6,5.42,21.51,6.05,5.22,66.01,0.397061051355855,0.0242387517042872,0.082108771398273,0.325859718224511,0.0916527798818361,0.0790789274352371
"PAC13",129.65,52.06,8.95,52.83,42.03,13.24,298.76,0.43396036952738,0.174253581470076,0.029957156245816,0.176830901057705,0.140681483464989,0.044316508234034
"PAC2",130.54,31.69,9.2,52.42,45.51,19.65,289.01,0.451679872668766,0.109650185114702,0.0318328085533373,0.181377806996298,0.157468599702432,0.0679907269644649
"PAC20",137.24,38.25,17.56,85.73,65.53,21.01,365.32,0.375670644914048,0.104702726376875,0.04806744771707,0.23467097339319,0.17937698456148,0.0575112230373371
"PAC21",64.89,22.93,6.72,30.75,26.94,7.02,159.25,0.407472527472527,0.143987441130298,0.0421978021978022,0.19309262166405,0.169167974882261,0.0440816326530612
"PAC22",109.08,30.18,58.91,111.69,63.18,30.32,403.36,0.270428401428005,0.074821499404998,0.146048195160651,0.276899047996827,0.15663427211424,0.0751685838952797
"PAC23",48.34,9.78,7.18,55.35,18.35,21.53,160.53,0.301127515106211,0.0609231919267427,0.0447268423347661,0.344795365352271,0.114308851927989,0.134118233352021
"PAC25",68.45,16.55,22.94,64.8,29.27,12.94,214.95,0.318446150267504,0.0769946499185857,0.106722493603164,0.301465457083043,0.136171202605257,0.0602000465224471
"PAC26",22.65,3.51,4.26,19.48,10.49,3.6,63.99,0.353961556493202,0.0548523206751055,0.06657290201594,0.304422566025942,0.163931864353805,0.0562587904360056
"PAC27",71.58,14.6,8.65,57.13,45.27,13.89,211.12,0.33904888215233,0.0691549829480864,0.0409719590754073,0.270604395604396,0.214427813565745,0.0657919666540356
"PAC28",79.99,11.58,3.9,39.43,28.46,9.2,172.56,0.463548910523876,0.0671070931849791,0.0226008344923505,0.228500231803431,0.164928140936486,0.0533147890588781
"PAC29",11.22,2.82,4.18,10.99,6.14,2.31,37.66,0.297928836962294,0.0748805098247477,0.110993096123208,0.29182156133829,0.163037705788635,0.0613382899628253
"PAC30",63.15,7.58,1.64,19.06,16.29,23.68,131.4,0.480593607305936,0.0576864535768645,0.0124809741248097,0.145053272450533,0.123972602739726,0.180213089802131
"PAC31",49.11,11.96,5.2,25.52,14.05,5.5,111.34,0.441081372372912,0.107418717442069,0.0467037901922041,0.229207831866355,0.12619004850009,0.0493982396263697
"PAC32",101.62,18.66,7.74,69.97,38.5,18.98,255.47,0.397776646964419,0.0730418444435746,0.0302970994637335,0.273887344893725,0.150702626531491,0.0742944377030571
"PAC33",105.44,25.43,12.22,89.73,50.11,19.24,302.17,0.348942648178178,0.0841579243472218,0.0404408114637456,0.296952046861038,0.165833802164345,0.0636727669854718
"PAC34",127.2,28.86,7.76,59.21,34.03,24.56,281.62,0.451672466444145,0.102478517150771,0.0275548611604289,0.210247851715077,0.120836588310489,0.0872097152190895
"PAC35",42.13,10.07,2.8,36.2,27.59,9.37,128.16,0.328729712858926,0.0785736579275905,0.0218476903870162,0.282459425717853,0.215277777777778,0.0731117353308365
"PAC36",42.77,9.86,11.23,46.24,26.64,11.03,147.77,0.289436286120322,0.0667253163700345,0.0759964810177979,0.312918725045679,0.180280165121473,0.0746430263246938
"PAC37",42.44,11.25,15.63,77.87,25.29,10.24,182.72,0.232267950963222,0.0615696147110333,0.0855407180385289,0.42617119089317,0.138408493870403,0.0560420315236427
"PAC38",65.59,16.51,30.88,138.31,40.36,16.01,307.66,0.213189884937918,0.0536631346291361,0.100370538906585,0.449554703243841,0.131183774296301,0.0520379639862186
"PAC39",50.39,12.96,9.22,66.69,34.21,12.9,186.37,0.270376133497881,0.0695390889091592,0.0494714814616086,0.357836561678382,0.183559585770242,0.0692171486827279
"PAC40",102.52,15.18,3.45,47.11,35.72,12.53,216.51,0.473511616091636,0.0701122350006928,0.0159345988637938,0.217588102166182,0.16498083229412,0.0578726155835758
"PAC41",259.98,22.78,10.67,91.75,55.77,24.72,465.67,0.558292352953809,0.0489187622135847,0.0229132218094359,0.197027938239526,0.119762922241072,0.0530848025425731
"PAC42",72.36,18.47,2.79,44.77,32.9,14.86,186.15,0.388718775181305,0.0992210582863282,0.0149879129734085,0.240504969110932,0.176739188826215,0.0798280956218104
"PAC43",126.56,22.66,4.34,58.86,51.18,20.54,284.14,0.445414232420638,0.0797494193003449,0.015274160625044,0.207151404237348,0.180122474836348,0.0722883085802773
"PAC44",65.79,19.63,3.7,31.97,26,11.17,158.26,0.415708328067737,0.124036395804373,0.0233792493365348,0.202009351699735,0.164286616959434,0.0705800581321875
"PAC46",92.38,22.6,5.4,31.94,28.15,14.53,195,0.47374358974359,0.115897435897436,0.0276923076923077,0.163794871794872,0.144358974358974,0.0745128205128205
"PAC48",123.11,24.36,11.63,99.59,44.57,23.69,326.95,0.376540755467197,0.0745068053219147,0.0355711882550849,0.304603150328796,0.13632053830861,0.0724575623183973
"PAC49",28.82,6.56,1.28,21.49,14.46,6.94,79.55,0.362287869264613,0.0824638592080452,0.0160905091137649,0.270144563167819,0.181772470144563,0.0872407291011942
"PAC5",12.11,1.73,24.26,39.41,5,7.51,90.02,0.13452566096423,0.0192179515663186,0.269495667629416,0.437791601866252,0.0555432126194179,0.0834259053543657
"PAC50",107.19,26.43,3.29,52.46,40.06,16.57,246,0.435731707317073,0.107439024390244,0.0133739837398374,0.213252032520325,0.162845528455285,0.0673577235772358
"PAC51",95.6,16.63,8.32,25.57,16.94,4.91,167.97,0.56914925284277,0.0990057748407454,0.0495326546407097,0.152229564803239,0.100851342501637,0.0292314103708996
"PAC52",40.65,10.23,2.54,35.04,20.05,9.39,117.9,0.344783715012723,0.0867684478371501,0.0215436810856658,0.297201017811705,0.170059372349449,0.0796437659033079
"PAC53",49.33,12.86,2.35,36.97,28.27,10.78,140.56,0.350953329538987,0.0914911781445646,0.0167188389299943,0.263019351166762,0.201124075128059,0.0766932270916335
"PAC55",47.65,12.01,9.47,59.08,26.63,15.44,170.28,0.279833215879727,0.0705308902983322,0.0556142823584684,0.346957951609114,0.156389476156918,0.0906741836974395
